Source-url,Title,Information
https://om.wikipedia.org/wiki/Dhasasa,Dhasasa,Dhasasa koobaaltii gabatee elementoota keessatti mallattoon keemikaalaa Co dha. Lakkoofsi atoomikaa isaa 27 dha.
https://om.wikipedia.org/wiki/DhDUO,DhDUO,DhDUO n Dhaabbata Dimokirasummaa Uummata Oromoo paartii naannoo Oromiyaa bulchu. DhDUOn naannoo Tigiraay keessa iddoo Adeet jedhamtutti bara 1990 hundoofte.
https://om.wikipedia.org/wiki/Dhedheessa_(aanaa),Dhedheessa (aanaa),Dhedheessa laga Oromiyaa gara dhihaa naannoo gumaa Iluu Abbaa Boorii yaa'ee laga tti nammu.
https://om.wikipedia.org/wiki/Dhibaayyuu,Irreecha,Irreechi ayyaana Waaqeeffattootaa kan Waaqa galateeffannaafi kadhannaati. Ayyaanni Irreechaa kuni kan Oromoo hundaati. Ayyaanni Irreecha wayaa aadaan faayamanii harka marga jiidhaa qabatuun kabajama. Yeroo malkaa bu'an ykn tulluu bahan haati golaa siinqee qabatte caaccuu naqatte mareewoo yaa mareehoo jechuun dura deemu. Abbaa Gadaan immoo bokkuu qabatee kallacha hidhate Abbaa Duulaan durfamuun hordofu. Shamarraniifi dargaggoonni dhiichisaa ykn jeekkaraa deemu. Irreechi Oromoo biratti ayyaana jaallatamaafi kabajamaadha. Oromoon Irreecha Malkaa fi Irreechaa Tulluu jechuun duudhaa kana waggaatti waqtiile Birraa fi Arfaasaa malkaa fi tulluu irratti kabajama. Akka Waaqeffannaatti kadhaa fi galanni godhamu iddoo fi yeroon kan murtaaeedha. Kunis amantii keessatti gochaadhan kan ifa taudha. Sirna irreechaa kan hoogganu jaarmiyaa Qaalluutti . Irreechi iddoo adda addaatti yoo gaggeeffamellee inni guguddaan bakka lamatti raawwatama isaanis Irreecha Tullu fi kan Irreecha Malkaatti. A. Irreecha Tulluu Irreecha Arfaasaa Irreechi Arfaasaa Irreecha Tulluus ni jedhama kun kan gaggeeffamu Tulluurratti yoo tau yeroon isaas bonnii darbee roobni Afraasaa yeroo itti eegamuudha. Baatileen dursan turan roobni dhabamee hongeen namnii fi horiin kan itti miidhamaa tureedha. Kanaaf giddugala jia Bittooteessa maatiin marti gara lafa qabbana fi jiidha qabutti bahanii rooba arfaasa argachuuf waaqa kan itti kadhatanii. Tulluutti bahanii kadhachuun kun kan amantii waaqeeffannaa Kuushoota dur durin walqabateedha jedhama. Tulluun Cuqqaalaa araddaa irreecha isa guddichadha. B. Irreecha Malkaa Irreecha Birraa Irreechi Birraa Irreecha Malkaas ni jedhama kan raawwatu yeroo ganni xumuuramee seena baatii birraa ykn giddugala jia Fulbaana 2225 keessatti. Guyyaan Irreechaa Ayyaana Birraa ykn Xaddacha Saaquu jedhamuunis ni beekama. Iddoon irreechaa malkaa fi hora guguddoo irratti. Tibba darbe namoonni guutama galaanaatiin addaan citanii turan walarguuf jecha guyyaa kana akka guyyaa gammachuutti fudhatu. Kanaaf Oromoonni malkaa gamaa fi gamanaa walitti bahanii Mareewoo... Mareewoo.. jechaa Waaqa kadhachaa faarfachaa galateefachaa gara Malkaa deemu. Eebba Abbaa Malkaa fi hangafootaan godhamu booda marga jidhaa fi abaaboo birraa qabatanii bishaaniin tuqani waaqa galateeffachaa irreeffatuu. Araraa fi wagii gaafatuu. Kaayyoon kadhaa kunis Waaqayyoo akka rooba nagaa fi dhala ykn sanyii isaanii baayyisuu fi firii argataniidha. Yeroo baayyee Oromoonni bakka qubatanii gara horaatti loon isaanii wajjin itti godaanu. Kunis akka jalqabaa fi seena hojii bara haaratti fudhatamaa. Horri Arsadii iddoo Oromoonni Tuulamaa jaarraa dheeraa dura itti hirreeffachaa turaniidha. Arsadii maqaa namaa yoo tau gosa Liiban keessaa Abbaa Malkaa nama tureedha. Arsadi Abbaa Malkaa tauu kan dandae balaa lubbuu isaa irrra gae jalaa of baraarsuu erga dandaee booda guyyoota saddeetif soomana cimaa godhee muka birbirsaa jalatti lubbuun kan muldhate waan taeefii. Birbirsi kan inni itti dhibaafatamuufis yaadannoo fi raajeeffannaa kanaaf akka taee ni himamaa. Kana booda Horii Harsadii akka Malkaa irreessaatti ulfaa taee Oromoota Tuulamaatiin akka kabajamu murtaae. Yeroo booda Oromoonni marti Hora Arsadii akka wiirtuu Irreeffannaa godhanii itti hirreeffachaa turan. Yeroo ammaa kana waggaa keessatti ala tokko Hora Arsadii irratti ni hirreefatu. Hora Arsadii Ayyaanni Irreecha kun Oromoon falaasamaa fi ilaalcha addunyaa keessatti jiruufi waaqaa akkasumas raajii isaa dhalootaa fi iccitii jireenyaan walitti fiduun kan ibsuudha. Sanyiin namaa horee kan baayyatu kan facae duaa kae ija godhatu atoomsaa fi gargaarsa humna waaqatiin jedhu. Nuti Oromoon waaqa nu uume kadhanna. Uummamaan uumaa kadhata jechuun uummamaan waaqa isaa ni galateeffata ni faarfata yeroo ammaa kanas Hora Arsadii irratti kan raawwatamu sirnuma kana. Eebba Oromoo Aartii Afaan Nyaata Waaddii Ancootee Baaduu Marqaa Caccabsaa Qoocco Ittoo Cuucoo Cororsaa Qorii Irra diba Qorsoddoma Ogbarruu Fixeensa Mudaammuddii Namummaa Qoricha Sirna Gadaa Tiyaatira Tiyaatira Waaqeffannaa Waaqa Gumii Waaqeffattoota Addunyaa Irreecha Ateetee Wallee Oromoo Dibbee Qaallu Shaggooyyee Geelloo Tirrii Dhiichisa Ragada Hawwisoo Oromoo Afran Qalloo Kanaafuu irrechi kan waaqeffattootaati malee islaamaafi kiristaana hin ilaallatu
https://om.wikipedia.org/wiki/Dhifamummaa,Dhifamummaa,Dhifamummaan Afaan Ingiliiziin Elasticamaloota nafooyyee meeshaa kan meeshaan humna fayyadamuun erga diriiree ykn summuugamee booda gara boca jalqabaa isaatti deebiuudha. Meeshaan sadarkaa dhifamummaa olaanaa agarsiisu huruffa ykn Dhifamaa elastic jedhamee waama. Fakkeenyaaf laastika sibiilotaa fi funyoo sibiilaa. Yoo meeshaan itti fufee harkifame sana booda sadarkaa tokko irra ga'ama yeroo humna sana buqqisuu irratti qaamni gara haala jalqabaatti hin deebi'u. Humni bocageeddartiideformation guddaan qaamni tokko hanga amaloota dhifamummaa isaa itti qabatu daangaa dhifamummaa meeshaa qaama sanaa jedhama. Daangaa dhifamuummaa bira darbee jajjaboon bocaafi guddina isaa isa jalqabaa hin deebifatu.Daangaan dhifamummaa amalli qaama tokkoo yoo tau dhifamummaan ammoo amalli meeshaati. Meeshaaleen hundi hanga geeddarama bocaa murtaaetti dhifama dha achiis dhoqonnawummaatti garagalchu. Burqaawwan humna alaa guddaan yoo saaxilaman birraa tauu isaanii waan dhabaniif pilaastikii ykn la'iloonii tauu barbaadu.Daangaan dhifamummaa meeshaa daaktiilii qabxii jalqabaa geedaramnii bocaa pilaastikii ti. Daangaan dhifamummaa jajjaboo tokkoo hamma guddaa inni guddina ykn bifa dhaabbataadhaan osoo hin jijjiirin itti diriiruu dandauudha. Yoo humni dhisuu daangaa dhifamummaa ol kaaame wanti sun pilaastikii taee boca. Amalli dhifamummaa meeshaalee jireenya keenya guyyaa guyyaa keessatti gahee guddaa qaba. Fayyadama qabatamaa dhifamummaa keessaa muraasni kanneen armaan gadiiti.
https://om.wikipedia.org/wiki/Dhiha_Hararghe,Harargee Dhihaa,Hararghe Dhiha West Hararge godinaalee Oromiyaa kudha laman keessaa tokko yoo taatu maqaan kunis maqaa durii kutaa biyyaa Harargee irraa dhufe. Harargeen dhihaa kibbaan Laga Shabalee kan godina Baalee irraa gargar baasuun kibbadhihaan godina Arsiin kaabadhihaan naannoo Affaar kaabaan naannoo Sumaalee bahaan godina Harargee Bahaatiin daangeffamtee argamti. Bakki dheerina guddae qabu godina kanaaa Gaara Muktaar . Magaalan guddittii godina kanaa magaalaa Ciroo fi baddeessa dha Baddeessaa Hirna Galamsoo Machaaraa fi Mi'eessoo dha. Abbaa Taayitaa Istaatistiksii Itoophiyaa Central Statistical Authority akka gabaasa Abbaa Taayitaa Bunaa fi Shayii Itoophiyaa irratti hundaa'e akka ibsetti bunni toonii 8364.00 ta'u bara dhumaa 1997 E.C. 2005 G.C. irratti akka Harargee dhihaati biqile ibseera. Kun immoo baasii Oromiyaa keessaa dhibbantaa 7.27 yoo ta'u baasii biyya Itoophiyaa keessaa immoo dhibbantaa 3.7 ta'a. Abbaa Taayitaa Istaatistiksii Itoophiyaa Central Statistical Authority 1 Gabaasa Abbaa Taayitaa Istaatistiksii Itoophiyaa irraa bara 1997 E.C. 2005 G.C. akka ibsutti godinni kun tilmaamaan baay'ina ummataa 1787086 yoo qabaatu kan kessa 915138 dhiraa yoo ta'an kan hafan yokan immo 871948 immo dubraa dha. Bayyina ummata oliitii ibsame keessa dhibbantaan 9.6 yookaan namni 171598 baadiyyaa ala jiraatu. Ballina lafa tilmaamaan 17552.23 km 2 ta'u keessatti density rukkina ummata Harargee dhihaa tilmaamaan 101.82 people per square kilometer ta'a. 1 Akka Baankii Addunyaa memorandamii Caamsaa 24 2004 G.C. akka ibsutti Parsentiin 9 jirattotta Harargee Dhihaa elektiriikii ni fayyadamu akkasumas density karaa konkolaataa godina kanaa 23.6 kilometers per 1000 square kilometers yoo ta'u kunis yoo kilometer 30 biyya wajjin yoo walitti madalaan 2 akkasumas avregiin abba mana badiyya tokko hektara lafa 0.5 kunis hektara lafa biyya 1.01 fi hektara lafa Oromia 1.14 wajjin yoo walitti madalamu 3 akkasumas avregiin abba mana baddiya tokko mataan horii mana hanga 0.6 qaba. Persentiin 16.4 ummatta namotta qonaa malee jiratan yoo ta'an kunis yoo kan biyya persenti 25 fi kan Oromiyaa 24 wajjin yoo walitti madalan. Ijoollee barachuu danda'an kessa persentiin 55 mana barumsa sadarka tokkoffati galma'ani argamu akkasumas persentiin 8 mana barumsaa sadarkaa lammaffaatti galmaa'anii argamu. Dhibbantaan 92 godina kanaa busaa malariaf banaa kan jiran yoo ta'an tokkoleen Tsetse flyiif banaa miti. Memorandamiin zonii kana risqii qilleensa gogga drought qabachun qabxii 372 kenaf. 4 Bulchaan ummata Oromiyaa guyya 25 Caamsa 2006 G.C. akka ifaa godhetti hojji bishaan dhugaatii ta'u baasuu 429 ta'u dhumachutti akka jiru fi hojii bira geggefamu jiran wajjin yoo walitti qaban bishaan dhugaatii ta'u jiraattota hanga 72300 ta'anif kan ba'u yoo ta'u kunis persenti 37 hanga 47f tajaajila bishaanii kenna. 5 Cite error ref tags exist for a group named Abbaa Taayitaa Istaatistiksii Itoophiyaa Central Statistical Authority but no corresponding references groupAbbaa Taayitaa Istaatistiksii Itoophiyaa Central Statistical Authority tag was found
https://om.wikipedia.org/wiki/Dhiibbaa,Dhiibbaa,Dhiibbaan mallattoo p yookiin P taatee humni dirra tokko tokko irratti yemmuu dalageeffamu uumamu dha. Dhiibbaa ibsuuf yuunitiiwwan adda addaa kan jiran yoo tau isaan keessaa tokko tokko Yuunitiin waaltaa dhiibbaa paaskaaloo Pa dha.Paaskaal jechuun humna niwutoonii tokkoo balina dirra iskuweer meetira tokkoo irratti hojiirra oolu jedhamee ibsamuu dandaa. 1pa 1 Nm 2 .
https://om.wikipedia.org/wiki/Dhiichisa,Dhiichisa,Dhichifni yeroo baay'ee kan taphatamu naannoo Shawatti yoo ta'u kunis yeroo cidhaa daboojigii fi ayyaanoota garagaraa
https://om.wikipedia.org/wiki/Dhiiga,Dhiiga,Dhiigni dhangala'aa qaama bineensotaa keessatti argamu kan wantoota barbaachisaa ta'an kan akka niwuutireentii fi ookisijiinii seelotaaf geessu fi akkasumas xurii yeroo meetaboolizimii ummamu seeliiraa guuree hoofu. Bineensota lafee dugdaa qaban keessatti dhiigni kan inni qabatu seelii dhiiga kan pilaasmaa dhiigaa kessatti qabamee jiru. Pilaasmaan kan dhangala'aa dhiigaa keessaa 57 qabatu irra caalaan isaa bishaan yoo ta'u92 dabalataan pirootiinii giluukoosii hormonii ayonii albuudotaa mineral ion kaarbon daayi'oksaayidii fi seeloota dhiigaa mataasaanii qabata. Pirootiiniin pilaasmaa inni guddaan albumiin yoo ta'u faayidaan isaas dhiibbaa dhiigaa too'achuudha. Seelonni dhiigaa kan akka seelii dhiiga diimaa fi seelii dhiiga adii of keessaa qaba pilaatileetii fi luukossayitiis dabalate. Seeliin heddumminaan baayyatee dhiiga bineensota lafee dugdaa qaban keessatti argamu seelii dhiiga diimaati. Seelin dhiiga diimaa hemoogiloobiinii of kessaa qaba. Hemoogiloobiiniin pirootiinii ayirenii of keessaa qabu yoo ta'u ooksijiinii qaama keessaa deddeebisuuf tajaajila. Hemoogiloobiiniin ooksijiinii seelii isaatti qabsiisunii fi akka inni dhiiga keessatti makamu gochuun ooksijiinii qaama keessa facaasa. Karaa biraa kaarbon daayi'oksaayidiin guutumaan guutummaatti seelin alatti pilaasmaa keessatti bulbulamee akka baayikaarboneet ayon bicarbonate ion socho'a. Dhiigni bineensota lafee dugdaa qabanii bifti isaa yoo ookisijiinii qabaate diimaa ifaadha. Bineensonni tokko tokko kan akka moloskootaa fi Kirastaashiyaan ooksijiinii baachuuf heemoogiloobiinii odoo hin taane heemoosaayaninitti fayyadamu. Ilbiisonni fi moloskoonni tokko tokko dhiiga odoo hin taane dhangala'aa heemooliimfii jedhamu fayyadamu. Garaa garummaan isaanis heemooliimfiin sirna dhangala'aa cufamaa kessatti kan qabatame miti. Ilbiisota baayyee keessatti wanti akka dhiigaa kun molokiyuulii ooksijiinii baatu kan akka heemoogiloobiinii hin qabu sababiinsaas qaamni isaanii xiqqoo waan ta'eef qoonqoontiraakiyaan trachea system isaanii ooksijiinii dhiyeessuuf ga'aadha. Bineensota lafee dugdaa qaban keessatti sirna ittisaa kan seelii dhiiga adiirraatti hundaa'e qabu. Seelin dhiiga adii qaamni dhukkubbaan akka hin qabamnee fi maxxantoota akka ofirraa ittisuuf garaara. Pilaatileetin dhiigni akka itituuf gargaara. Kunimmoo yeroo qaamni madaa'e dhiigni baayyen akka hin dhangalaane dhorka. Aritiropoodonni hemoolimfii kan qaban qaama ittisaa isaanii keessaa hemoosaayitisii qabu. Dhihigni onneedhaan dhiibbamuudhaan hidda dhiigaa hordofee qaama keessa tatamsa'a. Bineensota somba qaban keessatti aarteroonni dhiiga ooksijiinii qabu tishuuwwaaniif yoo geessan veenonnii ammoo kaarbon daayi'oksaayidii kan yeroo meetaabolizimii ummamu tishuuwwaniirraa guurani gara sombaa geessu. Dhiigni qaama keessatti faayidaa bayyee kenna. Isaan keessaa 45 7 3852 dhiiraaf 42 5 3747 dhalaaf Ooksijinaa'e 9899 Gadooksijinaa'e 75 Ulfina qaamaa namaa keessaa dhiigni dhibbeentaa 7 ta'a densiitiin density isaa kan giddu galeessaa ammoo tilmaamaan 1060kgm 3 kunis densiitii bishaan qulqulluuitti 1000kgm 3 baayyee dhihaata. Namni guddaan dhiiga naannoo liitira 5 ta'u qaba 1.3 gal kunis pilaasmaa fi seelotaa dhiigaa adda addaa of keessatti qabata. Seelonni dhiigaa kun erritirosaayitis erythrocytes seelii dhiiga diimaa SDD luukosaayitis leukocytes seelii dhiiga adii SDA fi tirmboosaayitis thrombocytes pilaatileetota of keessaa qaba. Baayyinaa dhiigaa keessa seeliin dhiiga diimaa dhibbeentaa 45 pilaatileetiin dhibbeentaa 54.3 seeliin dhiiga adiimmoo dhibbeentaa 0.7 qabata. Dhiigni maayikirooliitiriin tokko wantoota armaan gadii qabata Baayina dhiigaa keessa dhibbeentaan 55 pilaasmaa dha. Pilaasmaan dhangala'aa dhigaati bifti isaas keello dha. Baayyinni pilaasmaa namarratti giddu galeessaan liitira 2.73.0 ta'a. Pilaasmaan dhangala'aa kan 92 bishaan 8 pirootiinii pilaasmaa dhiiga fi wantoota biraa xiqqoos of keessaa qabudha. Pilaasmaan niwuutireentii bulbulame kan akka Gulukoosii aminoo asidii fi faattii asidii kan dhiiga keessatti bulbulamee ykn pirootiinii pilaasmatti qabatee qaama keessa facaasa akkasumas xuriiwwan akka kaarbon daayi'oksaayidii yuuriyaa fi laaktiik asidii fuudhee akka gatamuuf hoofa. Qabiyyeewwan baayyee barbaachisaa ta'an kan biraa keessaa muraasni Jechi siiram jedhu pilaasmaa pirootiinin ittichu kan dhiigni akka ititu godhu keessaa baafame ibsa. Pirootiinin siiramii keessatti hafe albiyumiin fi immiyuunoogiloobuliinsi dha. PH dhiiga qaphxii 7.35 hanga 7.45 gidduu akka turu ni too'atama gatiin kunis dhiigni xiqqoo beezawaa ta'uu isaa agarsiisa. Dhiigni gatii PH 7.35 gadi qabu asidaawaa dha kan 7.45 ol qabu ammoo beezaawaa dha. PHn dhiigaa dhiibbaa gartokkee ooksijiinii pO2 dhiibba gartokkee kaarbon daayi'oksaayidii pCO2 fi HCO 3 tooftaa gara garaat homeostaticn too'atamu kunis dhiibbaa isaanii karaa sirna argansuu fi sirna fincaanitin erguun walqixxummaa asidiibeezii dhiigaa fi argansuu too'atu. Qorannoon gaazin dhiiga aarterii keessaa kana safaruu danda'a. Dabalataanis pilaasmaan hormonoota erga isaani tishuu adda addaatti dabarsuuf deeman of keessaa qaba. Dhiigni namaa dhiiga hoosiftootaatiif akka fakkeenyaatti kaafamuu danda'a gauu garaagarummaan baayyina seelii guddina isaanii caasaa pirootiinii fi kkf sanyii tokkorraa sanyii biraatti gargar ta'uu danda'a. Bineeldota lafee dugdaa qaban kan hoosiftoota hin taane keessatti garuu garaagarummaa ijoo ta'etu jira
https://om.wikipedia.org/wiki/Dhohinsa_Muummee,Dhohinsa Muummee,Big Bang ykn Dhoohinsa mummee Waggoota hedduuf astroonoomaroonni iccitii hawaa kanaa beekuudhaaf dhamaaa turan. Gaafii hawaan kun eessaa dhufe jedhuuf deebii argachuudhaafis haga bara 1920tti eeguun dirqma itti taee ture. Haga bara 1920mootaa kanatti hawaan kun jalqabuma irraa kaasee akkanumatti jira jedhamee amanamaa ture. Haa tau malee bara 1912 Astroonoomariin Ameerikaa Veestoo Sliifer argama ilaalcha saayinsii hawaa kanaa jijjiiruu dandae argate. Sliifar gaalaaksiiwwan hawaa keessatti argaman lafa irra jiraannu tanarraa saffisa guddaan fagaataa akka jiran akeeke. Kunis yaadni yeroo jalqabaatiif hawaan kun balataa jira jedhu akka kau taasise. Bara 1916tti Albart Enstaayin Tiyoorii birqabaa kan hawaan kun takkii balataa jira yookaan ammoo walitti dhiphataa jira jedhu qopheesse. Kana booda bara 1929 tiyooriin duraan ture kun Astroonoomara Ameerikaa kan Edwin Hubble jedhamuun dhugoomfame. Ifaa diimaa Gaalaaksiiwwan irraa bahu erga yeroo dheeraaf qorateen booda Hubble Gaalaaksiiwwan hawaa keessa jiran bakka takka dhaabatanii akka hin jirre dubbate. Saffisa guddaa taeen lafa teenya tanarraa fagaataa jiran jedhe. Kunis Hubbles law jedhamee beekama. Argamni kunis hawaan kun balataa jira yaada jedhu dhugoomse. Argamni Hubble kunis seenaa Astroonoomii keessatti argama guddaa taee galmaaye. Bara 1929tti kitaaba velocitytime relation jedhu maxxansiise. Waggoota itti aanan keessattis qorannoolee hedduun deeggaramee tiyooriin hawaan kun balataa jira jedhu saayintisootaa fi Astroonoomarootaan fudhatama argate.
https://om.wikipedia.org/wiki/Dhoqmacureeyyii,Dhoqmacureeyyii,Dhoqmacureeyyii Afaan Ingiliffaan Coelenterata sagaleeffama Kooleenterataa garee micirjirtii orgaanizimoota bishaan ykn galaanaa keessa jiraatanii fi miseensa mootummaa Bineeldootaneefkaa ti. Yeroo baayee dhagaa galaana jala jirutti maxxananii argamu. Isaan kun garee bineensota lafee hin qabne kanneen seelii hedduu qabaniifi salphaa taan yoo taan gamtaa keessatti ykn kophaa isaaniitti argamu. Isaan kun irra caalaa bineensota bishaan keessa jiraatan ykn galaana keessa jiraatanidha. Gosoonni kun gurmaaina sadarkaa gummeetishuu agarsiisu. Afaan isaa qaqabattuu tentacles haphii fi gabaabaa taaniin kan marfame dha. Isaan bineensota baqaaanlameediploblastic yoo taan kanneen keessatti qaamni seelii baqqaana lama irraa ijaarame Ectoderm baqqaana lubbiyyoo alaa Endoderm baqqaana lubbiyyoo kessaa Qaama isaanii keessatti qaawwa qabu. Qaamni isaanii calii walqixxeeradially symmetrical. dha. Bullaainsi nyaataa seelii keessaa fi seelii ala taa. Sirni ribeenarvii fi sirni marsaa dhiigaa hin qaban. Isaanis karaa babalina salphaatiin baanii fi hafuura baafatu. Haalli walhormaataa alsaalawaa yoo tau kunis karaa biqiluutiin taa. Haalli walhormaataa saalaa binoodhonnoqee muraasa qofa keessatti mulata. Fkn Haayidraa Raayizostoomaa Xeniyaa fi kkf Qaqabattuu Tentacle caasaa dheeraa adda addaa kan sochoaa tae kan yeroo baayee naannoo mataa ykn afaan bineeldoota akka jellyfish ykn sea anemone kan argamuu fi keessumaa miireeffachuu ykn qabachuuf kan oolu dha. Holqa garaachmarsaa gastrovascular cavity bakka guddaa nyaatni ittii bullaauu fi xuuxamuu kan cnidarians keessatti argamudha. Nyaanni afaan keessa darbee holqa keessa seena. holqa garaachmarsaa keessaa meembraaniin seelii tokko nyaataa marsee booda gara holqattii keessaatti geessu. Baqqaannoo garaachaa gasrodermisbaqqaana lubbiyyoo keessaa kan akka golgaa Holqa garaachmarsaa Dhoqmacureeyyiitti tajaajiluudha. binoodhoqonneen gita adda addaa sadiitti ramadamu Anthozoa dabbasseeyyii Haayidroozowaa Buduneeyyii Scyphozoa Haayidroozowaan gita taksonomii bineensota xixiqqoo adamsitootaa ti. Haayidroozowaanonni murna binoodhonoqqee ykn qurxumeeleelaa kan mootummaa neefkaa keessaa tokko. Haayidiroozowaanonni walhoormaata asaalawaa gaggeessuu. Haayidiroozowaanonni harki caalaan isaanii bishaan galaanaa keessa jiraatu. Garuu baayyee muraasni akka Haayidraa bishaan qulqulluu keessa jiraatu. Iskiifoozowaanonni meeshaa keessoo jeeliin ykn dhoqonnee fakkaatu qabu. Kutaa jajjaboo mataa akkasumas qaamolee addaa hafuura baafachuu gargaaran hin qaban. Gosoota Qurxummii dhoqonnee jellyfish biroo irraa adda taee scyphozoans velum sabagameembireenii geengoo kan jellyfish biroo bishaan keessaa sochoosu hin qaban. Naannoo galaanaa qofa keessatti argamu. Meeduusaan olaantummaa kan qabuu fi boca gaaddidduu kan qabuu dha. Poolipoonni hin jiran. dhoqongidduu seelii kan qabudha Naannoo galaanaa qofa keessatti argamu. dhoqongidduu tishuuwwan walqabsiisaa fibrous fi seelii amoeboid of keessaa qaba. Meeduusaan hin jiru. Fkn Meetiridiyeemii Xeeniyaa. Dhoqmacureeyyii ........Coelenterata Dhoqonee...................... Jelly Qaqabattuu.....................Tentacle Dhoqongidduu................mesoglea
https://om.wikipedia.org/wiki/Dhugaatii,Dhugaatii,Bishaan Water
https://om.wikipedia.org/wiki/Dhukee,Dhukee,Dhukee akkaataa fangasii fi biqiltoonni sanyii hin qabne tokko tokko kaarroo fi moosii itti wal hormaatanidha . Akkasumas yeroo dheeraaf lubbuun jiraachuuf baakteeriyaadhaan kan hojjetamanidha. Pirootozowaan tokko tokkos dhukeewwan yeroo dheeraaf lubbuun jiraachuu dandaan ni uumu. dhukeewwan biqiltoota sanyii lubbiyyoo tokkicha ta'anii gara bullaa daraara ykn Biqila saallubbiyyaawaa biqilanqaaquuovule keessaatti guddatan . Caasaan sanyii biqiltoota olaanoo keessatti dhukeewwan caalaa walxaxaa dha. 'Kalaqni' sanyii inni guddaan soorata isaan miciree guddachaa jiruuf kan dhukeewwan hin qabneedha. Gosukkoo fakkeenyaaf habuuttaa dhukeewwan kan uumu yoo tau kunis alsaalawaa ykn saalawaa tauu dandaa. dhukeewwan alsaalawaa kun micirjirtiiwwan haaraa guutummaatti warra isaa wajjin wal fakkaatu gochuuf meeshaa jeneetikii of keessaa qabu. Qummee kornaalaaConidia saalmalee dhukeewwan hin sochoone kan fangasii akkasumas akkaataa adeemsa lubbiyyoo hirqixxoon itti uumaman irraa kan ka'e dhukee hirqixxoomitospore jedhamu . Isaan lubbiyyoota baadirqeenxeen jeneetikiidhaan warra baadirqeenteehaploid wajjin walfakkaataniidha yoo haalli mijataa tae gara orgaanizimii haaraatti guddachuu dandau fi facaiinsa keessatti tajaajilu. Dhukeewwan baakteeriyaa garmalee dandamatu. Fakkeenyaaf dhukoonni teetanasii fi antraksii biyyee keessa waggoota dheeraaf jiraachuu dandau. Kaumsi dhukoonni kanaa kan argame jaarraa 19ffaa keessa yoo tau yeroo ogeessi baayoloojii tokko shifargaa jalatti qaama xiqqaa geengoo fi ifaa lubbiyyoo baakteeriyaa keessa jiru hubate. Kunis baakteeriyaan kun daqiiqaa shanif yeroo bilcheefamullee lubbuun hafeera. Kunis baakteeriyaa ajjeese malee ispoorota hin ajjeesne. Yeroo haalli sirrii taetti biqilan. 1 fuula 186 Biqiltoonni wal jijjiirraa dhalootaa qabu . Dhaloota keessaa tokko Margoodhukee kan ispoorota saaliramni kan uumu yoo ta'u inni kaan ammoo gaameetoofaayitii kan gaameetota oomishudha .
